,level_0,index,name,desc,type,egg_group
107,107,107,내루미,혀의 길이가 몸길이의 배이다. 먹잇감을 잡거나 공격을 하는 등 마치 손처럼 자유자재로 움직인다.혀가 카멜레온처럼 쭉쭉 뻗어나갈 정도로 길다. 혀를 핥으면 삐리삐리 저려온다.2미터나 되는 긴 혀는 앞다리보다 더 길다. 핣으면 왠지 마비된다.혀 끝까지 신경이 발달해 있어서 미묘한 움직임이 가능하다.긴 혀는 끈적끈적한 침으로 덮혀있다. 어떤 것이든 달라붙어서 매우 편리하다.2미터나 된 혀는 온몸을 돌려 핣아서 깨끗하게 닦는다.처음 본 것은 반드시 핥아본다. 혀의 감촉과 맛으로 기억해두는 것이다. 하지만 시큼한 것을 핥는 것은 조금 꺼린다.혀의 길이가 몸길이의 배이다. 먹잇감을 잡거나 공격을 하는 등 마치 손처럼 자유자재로 움직인다.손 대신 신장의 2배로 늘러나는 혓바닥을 사용한다. 끈적끈적한 타액이 무엇이든 달라붙게 한다.2미터나 되는 혀를 내밀면 꼬리가 흔들리므로 이 둘은 이어져 있을 가능성이 있다.혀 끝까지 신경이 발달해 있어서 미묘한 움직임이 가능하다.긴 혀는 끈적끈적한 침으로 덮여 있다. 어떤 것이든 달라붙어서 매우 편리하다.2미터나 되는 혀를 내밀면 꼬리가 흔들리므로 이 둘은 이어져 있을 가능성이 있다.긴 혀는 타액투성이로 핥으면 찌릿찌릿 저리다. 혀가 길어지면 꼬리가 줄어든다.긴 혀는 끈적끈적한 침으로 덮혀있다. 어떤 것이든 달라붙어서 매우 편리하다.혀가 키의 2배나 된다. 먹이를 잡거나 공격을 할 때면 마치 손처럼 움직인다.처음 본 것은 반드시 핥아본다. 혀의 감촉과 맛으로 기억해두는 것이다. 하지만 시큼한 것을 핥는 것은 조금 꺼린다.긴 혀를 내밀어 몇 번이고 핥아 확인한다. 핥은 부분을 방치하면 염증이 생긴다.더러워지면 혀로 깨끗하게 핥아 댄다. 핥고 난 뒤에도 왠지 냄새가 나서 정말로 깨끗한지는 의심스럽다.,노말,괴수
108,108,108,또가스,얇고 풍선 같은 몸에 맹독 가스가 차있다. 가까이 오면 역겨운 냄새가 난다.체내에 갖가지 독가스가 모였기 때문에 때때로 대폭발을 일으키기도 한다.더울 때에는 몸 안의 가스가 팽창해서 파열할 위험성도 있으니 주의하자.얇은 막과 같은 형상의 몸에는 눈물과 기침과 콧물을 멈추게 할 수 없는 가스가 가득하다.체내의 독가스는 공기보다 약간 가벼운 성분이기 때문에 항상 공중에 약간 떠있다.맹독을 내뿜는 또가스에게 가까이 가면 체내에서 가스가 소용돌이치는 모습이 보인다.자극받으면 가스의 독소가 강해져 몸의 이곳저곳에서 강하게 내뿜는다. 동그랗게 부풀어 오른 후 대폭발한다.음식물 쓰레기와 몸의 독소를 화학반응시켜 맹독 가스를 만들어 낸다. 기온이 높을수록 가스가 많이 만들어진다.또가스에게 가까이 가면 얇은 피부를 통해 독가스가 소용돌이치는 모습을 볼 수 있다. 약간의 충격으로 대폭발을 일으킨다.얇고 풍선 같은 몸에 맹독 가스가 차있다. 가까이 오면 역겨운 냄새가 난다.체내에 갖가지 독가스가 모였기 때문에 때때로 대폭발을 일으키기도 한다.공기보다도 가벼운 가스를 몸에 모아서 떠 있다. 가스는 냄새나는 데다가 폭발도 한다.얇은 막과 같은 형상의 몸에는 눈물과 기침과 콧물을 멈추게 할 수 없는 가스가 가득하다.체내의 독가스는 공기보다 약간 가벼운 성분이다. 그래서 항상 공중에 약간 떠 있다.공기보다도 가벼운 가스를 몸에 모아서 떠 있다. 가스는 냄새나는 데다가 폭발도 한다.얇은 풍선 상태의 몸에 맹독의 가스가 채워져 있어 가끔 대폭발을 일으킨다.얇고 풍선 같은 몸에 맹독 가스가 차있다. 가까이 오면 역겨운 냄새가 난다.공기보다도 가벼운 가스를 몸에 모아서 떠 있다. 가스는 냄새나는 데다가 폭발도 한다.자극받으면 가스의 독소가 강해져 몸의 이곳저곳에서 강하게 내뿜는다. 동그랗게 부풀어 오른 후 대폭발한다.음식물 쓰레기와 몸의 독소를 화학반응시켜 맹독 가스를 만들어 낸다. 기온이 높을수록 가스가 많이 만들어진다.,독,부정형
109,109,109,또도가스,"극히 드물게 돌연변이로 쌍둥이의 작은 또가스가 연결된 채 나올 때가 있다.2개의 독가스 성분이 오랫동안 괴인 곳에서 쌍둥이 또가스가 나온다는 것 같다.쓰레기 속에 함유된 독가스, 세균, 먼지를 흡수하며 살아간다.한쪽이 부풀면 다른 한쪽은 오그라드는 쌍둥이 또가스. 항상 체내의 독가스를 섞고 있다.체내에 모여있는 독가스를 극한까지 농도를 낮추면 최고급의 향수가 된다.쓰레기에서 나오는 독가스를 들이켤 때마다 몸이 부풀며 그 속의 냄새는 더욱 역해진다.부패한 음식물 쓰레기에서 나온 가스를 매우 좋아한다. 청소하지 않는 집에서 눌러살며 가족이 모두 잠든 한밤중에 쓰레기통을 뒤진다.똑같이 생긴 몸을 교대로 오그라트리고 부풀리면서 독가스를 섞고 있다. 섞을수록 독소가 강해져 악취가 난다.특수한 방법으로 독가스를 엷게 하면 최고급 향수가 완성된다. 쓰레기에서 나오는 가스가 최고의 음식.극히 드물게 돌연변이로 쌍둥이의 작은 또가스가 연결된 채 나올 때가 있다.2개의 독가스 성분이 오랫동안 괴인 곳에서 쌍둥이 또가스가 나온다는 것 같다.쓰레기에서 발생한 가스를 먹고 자란다. 극히 드물게 3개가 이어진 또도가스가 발견된다.한쪽이 부풀면 다른 한쪽은 오그라드는 쌍둥이 또가스. 항상 체내의 독가스를 섞고 있다.체내에 들어 있는 독가스의 농도를 극한까지 낮추면 최고급의 향수가 된다.쓰레기에서 발생한 가스를 먹고 자란다. 극히 드물게 3개가 이어진 또도가스가 발견된다.쓰레기에서 나오는 독가스를 빨아들이고 체내에서 뒤섞어 더욱 강렬한 냄새를 흩뿌린다.한쪽이 부풀면 다른 한쪽은 오그라드는 쌍둥이 또가스. 항상 체내의 독가스를 섞고 있다.극히 드물게 돌연변이로 쌍둥이의 작은 또가스가 연결된 채 나올 때가 있다.부패한 음식물 쓰레기에서 나온 가스를 매우 좋아한다. 청소하지 않는 집에서 눌러살며 가족이 모두 잠든 한밤중에 쓰레기통을 뒤진다.똑같이 생긴 몸을 교대로 오그라트리고 부풀리면서 독가스를 섞고 있다. 섞을수록 독소가 강해져 악취가 난다.",독,부정형
110,110,110,뿔카노,머리는 나쁘지만 힘이 세서 고층 빌딩도 몸통박치기로 산산조각 낸다.뼈가 튼튼해서 인간의 1000배는 딱딱하다. 대형 트레일러도 날려버린다.단세포라 한 가지 일밖에 생각할 수 없다. 돌진하기 시작하면 잠들 때까지 멈추지 않는다.4개의 다리는 짧아서 잘 굽혀지지 않는다. 단지 한곳으로 돌진할 뿐이다.자신이 향하고 있는 방향에 무엇이 있는가 신경쓰지 않는다. 전부 돌진해서 부술 뿐이다.한 가지 일밖에 기억할 수 없다. 돌진하기 시작하면 그 이유는 금방 잊어버린다.오로지 곧장 돌진하여 부순다. 강철 덩어리에 부딪혀도 멀쩡하지만 하루가 지나면 아픔을 조금 느낀다.달리고 있다가 목적을 잊을 정도로 뇌가 작고 머리가 나쁘다. 뭔가를 부수면 가끔 기억해내는 것 같다.일단 한번 달리기 시작하면 멈추지 않는다. 뇌가 작아서 달리던 이유를 잊어버릴 만큼 머리가 나쁘다.머리는 나쁘지만 힘이 세서 고층 빌딩도 몸통박치기로 산산조각 낸다.뼈가 튼튼해서 인간의 1000배는 딱딱하다. 대형 트레일러도 날려버린다.몸이 단단한 피부로 덮여 있다. 몸통박치기로 빌딩도 쓰러뜨린다. 안타깝게도 머리는 나쁘다.무엇이든 몸통박치기로 부숴버리는 힘센 장사지만 머리가 나빠서 사람의 일을 도우는 것은 무리다.4개의 다리는 짧아서 잘 굽혀지지 않는다. 단지 한곳으로 돌진할 뿐이다.자신이 향하고 있는 방향에 무엇이 있든지 신경 쓰지 않는다. 모두 돌진해서 부술 뿐이다.무엇이든 몸통박치기로 부숴버리는 힘센 장사지만 머리가 나빠서 사람의 일을 도우는 것은 무리다.머리는 나쁘지만 힘이 세서 고층 빌딩도 몸통박치기로 산산조각 낸다.4개의 다리는 짧아서 잘 굽혀지지 않는다. 단지 한결같이 돌진할 뿐이다.오로지 곧장 돌진하여 부순다. 강철 덩어리에 부딪혀도 멀쩡하지만 하루가 지나면 아픔을 조금 느낀다.달리고 있다가 목적을 잊을 정도로 뇌가 작고 머리가 나쁘다. 뭔가를 부수면 가끔 기억해내는 것 같다.,"땅,바위","괴수,육상"
111,111,111,코뿌리,진화하여 뒷다리만으로 서게 되었다. 뿔에 찔리면 암석에도 구멍이 뚫리고 만다.전신을 갑옷 같은 피부로 보호하고 있다. 2000도의 마그마 속에서도 살 수 있다.뒷다리만으로도 걸을 수 있게 되 지능이 높아졌다. 갑옷과도 같은 피부는 마그마에서도 견딜 수 있다.용암의 뜨거움도 느끼지 않는 견고한 피부의 소유자로 그만큼 둔한 곳도 있다.뒷다리로만 설 수 있게 되어 뇌가 발달했다. 두꺼운 피부는 마그마 안에서도 문제 없다.드릴이 된 뿔을 돌리면 다이아몬드 원석이라도 산산히 부숴지게 된다.뿔은 다이아몬드 원석을 부수고 꼬리의 일격은 빌딩을 쓰러뜨린다. 단단한 피부는 대포에도 상처 입지 않는다.드릴처럼 쓰는 뿔로 암석을 파괴한다. 마그마가 뿜어져 나오기도 하지만 갑옷 같은 피부는 뜨거움을 느끼지 않는다.드릴처럼 회전하는 뿔은 한번 찌르는 것만으로 고층빌딩을 파괴한다. 뒷다리로 설 수 있게 되 지능이 발달했다.진화하여 뒷다리만으로 서게 되었다. 뿔에 찔리면 암석에도 구멍이 뚫리고 만다.전신을 갑옷 같은 피부로 보호하고 있다. 2000도의 마그마 속에서도 살 수 있다.뒷발로 서게 되어 뇌가 커졌다. 드릴로 된 뿔로 바위를 뚫어내어 터널을 판다.뒷발만으로 서게 되어 앞발이 자유로워졌기에 지능이 발달했지만 건망증이 심하다.용암의 뜨거움도 느끼지 않는 견고한 피부의 소유자로 그만큼 둔한 곳도 있다.뒷다리로만 설 수 있게 되어 뇌가 발달했다. 두꺼운 피부는 마그마 속에서도 문제없다.뒷발만으로 서게 되어 앞발이 자유로워졌기에 지능이 발달했지만 건망증이 심하다.전신을 갑옷 같은 피부로 보호하고 있다. 2000도의 마그마 속에서도 살 수 있다.진화하여 뒷다리만으로 서게 되었다. 뿔에 찔리면 암석에도 구멍이 뚫리고 만다.뿔은 다이아몬드 원석을 부수고 꼬리의 일격은 빌딩을 쓰러뜨린다. 단단한 피부는 대포에도 상처 입지 않는다.드릴처럼 쓰는 뿔로 암석을 파괴한다. 마그마가 뿜어져 나오기도 하지만 갑옷 같은 피부는 뜨거움을 느끼지 않는다.,"땅,바위","괴수,육상"
112,112,112,럭키,하루에 몇 개씩 알을 낳는다. 그 알은 영양 만점으로 아주 맛있다는 듯 하다.개체 수가 매우 적다. 잡은 사람에게는 행복을 가져다준다고 전해진다.상처입은 자를 발견하면 영양 만점의 알을 나누어 주는 다정한 포켓몬.가진 알을 깨트리지 않도록 조심해서 걸어다닌다. 그러나 도망치는 것은 매우 빠르다.수가 적어서 잡기 힘들다. 자신을 잡은 트레이너에게 행복을 가져다준다고 전해진다.영양만점의 알을 얻기 위해 잡으려는 사람이 많지만 좀처럼 모습을 찾아볼 수 없다.영양 만점인 알을 매일 낳는다. 식욕을 잃은 사람도 한 번에 먹어치울 정도로 맛있는 알이다.하루에 몇 개씩 알을 낳는다. 그 알은 영양 만점으로 아주 맛있다는 듯 하다.개체 수가 매우 적다. 잡은 사람에게는 행복을 가져다준다고 전해진다.행복을 가져다준다고 전해진다. 상처입은 사람에게 알을 나눠주는 상냥한 포켓몬이다.하루에 몇 개의 알을 낳는다. 나쁜 마음의 소유자에게는 알을 나눠주지 않는다.상처입은 포켓몬이나 사람이 있으면 영양 만점의 알을 낳아 나눠주는 상냥한 포켓몬이다.가진 알을 깨트리지 않도록 조심해서 걸어다닌다. 그러나 도망치는 것은 매우 빠르다.수가 적어서 잡기 어렵다. 자신을 잡은 트레이너에게 행복을 가져다준다고 전해진다.상처입은 포켓몬이나 사람이 있으면 영양만점의 알을 낳아 나눠주는 상냥한 포켓몬이다.행복을 가져다준다고 전해진다. 상처 입은 사람에게 알을 나눠주는 상냥한 포켓몬이다.하루에 몇 개씩 알을 낳는다. 그 알은 영양 만점으로 아주 맛있다는 듯 하다.영양 만점인 알을 매일 낳는다. 식욕을 잃은 사람도 한 번에 먹어치울 정도로 맛있는 알이다.럭키가 낳는 알은 영양이 듬뿍 들어있다. 많은 포켓몬들이 아주 좋아한다.수가 적은 데다가 도주도 빠른 포켓몬이라 발견한 사람은 운이 좋은 것이다.맛있고 영양 많은 알을 다른 포켓몬들이 자꾸 노려서 도망치는 속도가 빨라진 듯하다.배에 있는 알을 노리고 마구잡이로 잡힌 역사에서 개체 수는 매우 적다.,노말,요정
113,113,113,덩쿠리,파란 덩굴 식물이 뒤엉켜 있어 모습을 볼 수 없다. 가까이 오는 자에게 덩굴을 휘감는다.온몸이 덩굴로 겹겹이 뒤덮여서 걸을 때마다 흔들흔들거린다.몸이 파란 덩굴로 뒤덮여서 정체를 알 수 없다. 덩굴은 평생 자라난다고 한다.전신을 뒤덮는 덩굴은 항상 섬세하게 움직임을 계속해서 상대의 신경을 혼란스럽게 한다.움직이는 것에 넝쿨을 감는다. 넝쿨은 미묘하게 흔들리기 때문에 휘감기면 간지럽다.온몸을 빽빽이 덮은 덩굴은 싸울 때 쉴 새 없이 움직여 보는 사람을 조바심 내게 한다.적에게 붙잡히면 덩굴이 뚝 하고 끊긴다. 전혀 아프지 않기 때문에 그 틈에 도망간다. 다음 날에는 새로운 덩굴이 자란다.파란 덩굴 식물이 뒤엉켜 있어 모습을 볼 수 없다. 가까이 오는 자에게 덩굴을 휘감는다.온몸이 덩굴로 겹겹이 뒤덮여서 걸을 때마다 흔들흔들거린다.파란 덩굴로 덮여 있다. 덩굴에 숨겨져 있는 얼굴을 본 사람은 아직 없다.전신을 뒤덮은 파란 덩굴에는 아주 세밀한 털이 나있어 만지면 매우 간지럽다.전신을 뒤덮는 덩굴은 항상 섬세하게 움직임을 계속해서 상대의 신경을 혼란스럽게 한다.움직이는 것에 덩굴을 감는다. 덩굴은 미묘하게 흔들리기 때문에 휘감기면 간지럽다.전신을 뒤덮은 파란 덩굴에는 아주 세밀한 털이 나있어 만지면 매우 간지럽다.수많은 움직이는 덩굴에 둘러싸여 정체불명이다. 파란 덩굴은 평생 자란다.움직이는 것에 넝쿨을 감는다. 넝쿨은 미묘하게 흔들리기 때문에 휘감기면 간지럽다.적에게 붙잡히면 덩굴이 뚝 하고 끊긴다. 전혀 아프지 않기 때문에 그 틈에 도망간다. 다음 날에는 새로운 덩굴이 자란다.,풀,식물
114,114,114,캥카,암컷은 배의 주머니에서 새끼를 넣어 키운다. 연속펀치 공격이 특기.새끼는 어미의 배에 있는 주머니에서 거의 나오지 않는다. 약 3년이 지나서 자립한다.배의 주머니에서 새끼를 기른다. 새끼를 지키기 위해서라면 어떤 상대라도 맞서 싸운다.안전한 장소라면 새끼도 배의 주머니에서 나와 논다. 어미는 그것을 곰곰히 지켜본다.자식을 지키기 위해서라면 어떠한 상처를 입더라도 싸움을 멈추지 않는다.잠잘 때 배의 주머니에 있는 새끼가 짓눌리지 않도록 눕지 않고 앉은 채로 잔다.캥카의 새끼가 혼자서 놀고 있어도 절대로 잡으려 하면 안 된다. 가까이 있는 부모가 격렬히 화낸다.암컷은 배의 주머니에서 새끼를 넣어 키운다. 연속펀치 공격이 특기.새끼는 어미의 배에 있는 주머니에서 거의 나오지 않는다. 약 3년이 지나서 자립한다.배의 주머니에서 새끼를 키운다. 안전할 때만 새끼를 주머니에서 꺼내어 놀게 한다.안전한 장소라면 새끼도 배의 주머니에서 나와 논다. 어미는 그것을 곰곰히 지켜본다.자식을 지키기 위해서라면 아무리 상처를 입더라도 절대 싸움을 멈추지 않는다.배의 주머니에서 새끼를 키운다. 안전할 때만 새끼를 주머니에서 꺼내어 놀게 한다.안전한 장소라면 새끼도 배의 주머니에서 나와서 논다. 어미는 그것을 가만히 지켜본다.캥카의 새끼가 혼자서 놀고 있어도 절대로 잡으려 하면 안 된다. 가까이 있는 부모가 격렬히 화낸다.캥카의 모성애는 깊다. 자기 아이를 지키기 위해서라면 죽음조차 두려워하지 않는다고 한다.뱃속의 새끼는 대략 3년이면 자립한다. 어미가 큰 소리로 우는 것은 그때뿐이다.배의 주머니에 자신의 새끼를 넣어 지킨다. 새끼에게 해를 끼치는 자는 절대 용서하지 않고 때려눕힌다.주머니를 빠져나와 놀고 있는 새끼에게는 다가가선 안 된다. 어딘가에서 어미가 지켜보고 있다.,노말,괴수
115,115,115,쏘드라,태엽처럼 동그랗게 말린 꼬리로 몸의 균형을 잡는다. 주둥이에서 먹물을 뿜기도 한다.수면에서 힘차게 먹물을 발사해서 날고 있는 벌레를 맞춰서 떨어뜨릴 때가 있다고 한다.신변에 위험을 느꼈을 때에는 입에서 물이나 특수한 먹물을 힘차게 내뱉는다.커다란 상대에게 공격을 받아도 2개의 지느러미로 능숙하게 수중을 자유롭게 도망친다.발달한 커다란 지느러미를 재빠르게 움직이는 것으로 앞을 향한 채 뒤로 이동할 수 있다.안전한 곳이라면 서로 꼬리를 휘감고 노는 쏘드라가 발견된다.작은 벌레나 바위의 이끼를 먹는다. 해류가 빨라지면 꼬리로 바위나 산호를 휘감아 떠내려가지 않게 한다.위험을 감지하면 반사적으로 입에서 새까만 먹물을 뿜어내고 도망간다. 등지느러미를 능숙히 움직여 헤엄친다.등지느러미를 능숙하게 움직여서 앞을 향한 채 전후좌우로 이동한다. 위험을 느끼면 먹물을 뿜고 도망친다.용수철처럼 칭칭 감아서 꼬리로 몸의 밸런스를 잡는다. 입에서 먹물을 뿜는 경우가 있다.수면에서 힘차게 먹물을 발사해서 날고 있는 벌레를 맞춰서 떨어뜨릴 때가 있다고 한다.산호의 그늘에 거처를 만든다. 위험을 느끼면 입에서 새까만 먹물을 내뿜고 도망간다.커다란 상대에게 공격을 받아도 2개의 지느러미로 능숙하게 수중을 자유롭게 도망친다.발달한 커다란 지느러미를 재빠르게 움직이는 것으로 앞을 향한 채 뒤로 이동할 수 있다.산호의 그늘에 거처를 만든다. 위험을 느끼면 입에서 새까만 먹물을 내뿜고 도망간다.수면에서 힘차게 먹물을 발사해서 날고 있는 벌레를 맞춰서 떨어뜨릴 때가 있다고 한다.산호의 그늘에 거처를 만든다. 위험을 느끼면 입에서 새까만 먹물을 내뿜고 도망간다.작은 벌레나 바위의 이끼를 먹는다. 해류가 빨라지면 꼬리로 바위나 산호를 휘감아 떠내려가지 않게 한다.위험을 감지하면 반사적으로 입에서 새까만 먹물을 뿜어내고 도망간다. 등지느러미를 능숙히 움직여 헤엄친다.,물,"드래곤,수중1"
116,116,116,시드라,섣불리 만지려고 하면 몸 전체에서 돋아나는 가시에 찔려 기절할 수도 있다.날개와 꼬리를 재빠르게 움직여 앞을 향한 채 뒤로 헤엄칠 수 있는 포켓몬이다.등지느러미를 건들면 마비돼버린다. 잘 때는 떠내려가지 않도록 꼬리를 산호에 휘감는다.세포를 조사해보면 쏘드라에게는 없었던 새로운 유전자가 발견되어 화제가 되고있다.지느러미 끝에 독을 분비한다. 지느러미와 뼈는 한약의 재료로 중요하게 여겨지고 있다.수컷이 새끼를 키운다. 그 때 접근하는 것은 맹독 가시를 써서 쫒아낸다.산호 가지 사이로 들어가 잠잔다. 시드라가 있는 줄 모르고 산호를 잡으려다 독가시에 찔리곤 한다.몸을 회전시켜 소용돌이를 만든다. 어선도 집어삼킬 만한 격류로 먹이를 약하게 만들고 통째로 삼킨다.온몸을 뒤덮은 맹독 가시는 한약의 재료로 쓰여 귀중하다. 보금자리에 접근하는 적에게는 가차없다.섣불리 만지려고 하면 몸 전체에서 돋아나는 가시에 찔려 기절할 수도 있다.날개와 꼬리를 재빠르게 움직여 앞을 향한 채 뒤로 헤엄칠 수 있는 포켓몬이다.가시가 상대로부터 몸을 지킨다. 지느러미와 뼈가 한약의 재료로써 귀하게 쓰인다.세포를 조사해보면 쏘드라에게는 없었던 새로운 유전자가 발견되어 화제가 되고있다.지느러미 끝에서 독을 분비한다. 지느러미와 뼈는 한약의 재료로 소중하게 여겨지고 있다.가시가 상대로부터 몸을 지킨다. 지느러미와 뼈가 한약의 재료로써 귀하게 쓰인다.섣불리 만지려고 하면 몸 전체에서 돋아나는 가시에 찔려 기절할 수도 있다.날개와 꼬리를 재빠르게 움직여 앞을 향한 채 뒤로 헤엄칠 수 있는 포켓몬이다.산호 가지 사이로 들어가 잠잔다. 시드라가 있는 줄 모르고 산호를 잡으려다 독가시에 찔리곤 한다.몸을 회전시켜 소용돌이를 만든다. 어선도 집어삼킬 만한 격류로 먹이를 약하게 만들고 통째로 삼킨다.,물,"드래곤,수중1"
117,117,117,콘치,"등지느러미와 가슴지느러미가 근육처럼 발달해있으며, 물속을 5노트의 속도로 헤엄친다.헤엄칠 때 꼬리지느러미가 드레스처럼 살랑살랑 흔들려서 수중의 여왕이라고 불린다.알을 낳는 시기가 되면 강이나 폭포를 오르는 콘치 집단의 모습이 발견된다.등, 가슴, 꼬리지느러미가 우아하게 움직이기 때문에 수중의 무녀라고 불려진다.물살이 빠른 강도 5노트의 스피드로 슥슥 거슬러올라간다.알을 낳는 시기가 되면 짝을 짓기 위해 물속을 경쾌하게 헤엄쳐 다닌다.물속에서 우아하게 나부끼는 지느러미가 매우 아름다운 포켓몬이지만 방심하고 있으면 강렬한 뿔의 일격을 당한다.강이나 연못을 헤엄치는 것을 좋아해서 수조 같은 곳에 넣어 두면 두꺼운 유리도 뿔의 일격으로 깨고 도망간다.봄이 되면 콘치 집단이 폭포를 올라 상류로 향한다. 뿔 공격이 강력하다.등지느러미와 가슴지느러미가 근육처럼 발달해있으며, 물속을 5노트의 속도로 헤엄친다.헤엄칠 때 꼬리지느러미가 드레스처럼 살랑살랑 흔들려서 수중의 여왕이라고 불린다.꼬리지느러미를 드레스같이 흔들며 우아하게 헤엄치는 모습은 마치 수중의 여왕 같다.5노트의 스피드로 헤엄친다. 몸에 위험을 느끼면 날카로운 뿔로 반격한다.아름다운 지느러미를 살랑거리며 헤엄치는 모습은 아주 화려하지만 뿔공격은 강력하다.등, 가슴, 꼬리지느러미가 우아하게 움직이기 때문에 수중의 무녀라고 불려진다.물살이 빠른 강도 시속 5노트의 스피드로 쓱쓱 거슬러 올라간다.아름다운 지느러미를 살랑거리며 헤엄치는 모습은 매우 화려하지만 뿔공격은 강력하다.5노트의 스피드로 헤엄친다. 몸에 위험을 느끼면 날카로운 뿔로 반격한다.등, 가슴, 꼬리지느러미가 우아하게 나부끼기 때문에 물의 무희라고 불린다.물속에서 우아하게 나부끼는 지느러미가 매우 아름다운 포켓몬이지만 방심하고 있으면 강렬한 뿔의 일격을 당한다.강이나 연못을 헤엄치는 것을 좋아해서 수조 같은 곳에 넣어 두면 두꺼운 유리도 뿔의 일격으로 깨고 도망간다.따뜻해지면 무리를 지어 강을 거슬러 올라간다. 그 광경은 봄을 알리는 풍물시이다.뿔의 길이와 지느러미의 아름다움에 매혹되어 콘치만 키우게 되는 특이한 트레이너도 많다.아름다운 꼬리지느러미가 특징이지만 콘치끼리는 뿔의 굵기와 날카로움을 겨루는 듯 하다.드레스 같은 지느러미를 하늘하늘 흔들면서 헤엄치는 모습 때문에 물의 프린세스라고 불린다.",물,수중2
118,118,118,왕콘치,드릴처럼 뾰족한 뿔로 바위를 깍아 자신의 거처를 만든다.가을이 오면 산란을 위해 힘차게 강물을 거슬러 올라가며 헤엄치는 모습을 볼 수 있다.머리의 뿔로 강바닥에 있는 바위를 파헤쳐 집을 만드는 것은 수컷의 역할이다.산란할 시기가 되면 각지에서 왕콘치가 모여들어 강물색깔을 빨갛게 물들인다.뿔로 강바닥의 바위를 파서 집을 만드는 것은 낳은 알이 떠내려가지 않도록 하려 함이다.가을이 되면 수컷은 자신들의 집을 지키기 위해 순찰하기 시작한다.가을이 되면 암컷에게 프러포즈하기 위해 강바닥에서 춤추는 수컷을 볼 수 있다. 몸의 색이 가장 아름다운 계절이다.알을 지키기 위해서 수컷과 암컷은 교대로 서식지 주변을 헤엄쳐 다니며 순찰한다. 알이 부화할 때까지 한 달 이상 계속한다.강바닥의 바위에 뿔로 구멍을 뚫는다. 알이 급류로 떠내려가거나 적에게 습격받지 않기 위한 현명한 아이디어.드릴처럼 뾰족한 뿔로 바위를 깍아 자신의 거처를 만든다.가을이 오면 산란을 위해 힘차게 강물을 거슬러 올라가며 헤엄치는 모습을 볼 수 있다.머리의 뿔로 강바닥에 있는 돌을 파내어 둥지를 만든다. 알을 목숨걸고 지킨다.가족을 지키기 위해 드릴같이 날카로운 뿔로 싸운다. 강바닥의 바위 구멍에서 산다.가을이 되면 짝짓기를 위해 몸에 윤기가 될게 되며 매우 아름다운 색으로 변화한다.산란할 시기가 되면 각지에서 왕콘치가 모여들어 강물색깔을 빨갛게 물들인다.뿔로 강바닥의 바위를 파헤쳐 둥지를 만드는 것은 낳은 알이 떠내려가지 않도록 하기 위함이다.가을이 되면 짝짓기를 위해 몸에 윤기가 돌게 되며 매우 아름다운 색으로 변화한다.가을이 오면 산란을 위해 힘차게 강물을 거슬러 올라가며 헤엄치는 모습을 볼 수 있다.머리의 뿔로 강바닥에 있는 돌을 파내어 둥지를 만든다. 알을 목숨 걸고 지킨다.가을이 되면 암컷에게 프러포즈하기 위해 강바닥에서 춤추는 수컷을 볼 수 있다. 몸의 색이 가장 아름다운 계절이다.알을 지키기 위해서 수컷과 암컷은 교대로 서식지 주변을 헤엄쳐 다니며 순찰한다. 알이 부화할 때까지 한 달 이상 계속한다.쌀쌀해질 무렵 전신이 주홍색으로 물든다. 그 모습은 가을을 느끼는 풍물시이다.왕콘치 마니아인 트레이너는 뿔 애호가와 지느러미 애호가로 갈라져 서로 사이가 나쁘다.뿔이 드릴처럼 회전하기 때문에 단단한 바위도 쉽게 뚫는다. 수컷이 선명한 색을 띤다.수컷은 강바닥에서 춤을 추며 암컷에게 어필한다. 가장 아름답게 춤을 추는 수컷에게 암컷이 모여든다.,물,수중2
